"job_title","job_description","requirements","benefits","employment_type","required_experience","required_education","job_function","industry","job_id_or_ref_code","posting_date","expiration_date","company_name","company_profile","company_website","company_size","company_type","company_founded_year","company_social_media_links__-","job_location","interview_location","remote_status","relocation_assistance","application_link_or_email","application_method_type","response_time_claimed","application_deadline","recruiter_name_or_agency","recruiter_contact_info","hiring_manager_name","salary_info_raw","stock_options","relocation_package","job_posting_source","number_of_positions","logo_present","attachments__-","posting_frequency","posting_consistency","external_reviews_available","profile_photos_included","is_real"
"Cloud Architect","Join HCLTech as a Cloud Architect to design transformative cloud solutions for global clients in manufacturing, healthcare, and finance. Your role involves architecting multi-cloud environments using AWS, Azure, and GCP, leveraging services like EKS, AKS, and GKE to support enterprise applications. You will collaborate with client stakeholders to define cloud migration roadmaps, optimize infrastructure costs using tools like Azure Cost Management, and implement security frameworks to meet ISO 27001 and SOC 2 standards. Responsibilities include designing serverless architectures with Lambda and Cloud Functions, conducting performance benchmarking, and mentoring teams on cloud-native development. You will also explore AI-driven cloud optimizations to enhance application efficiency. This role offers leadership in large-scale cloud projects and a path to strategic cloud governance roles.","5+ years of cloud architecture experience. Expertise in AWS, Azure, GCP, and serverless architectures. Proficiency in Terraform, Kubernetes. Knowledge of ISO 27001, SOC 2 compliance. Strong stakeholder management skills.","Lead global cloud transformations, access to HCLTech’s innovation centers, and career growth in cloud strategy.","Full-time","5+ years","Bachelor’s degree in Computer Science or related field","Engineering","Information Technology","CA-HCL-006","2025-05-09","2025-07-20","HCLTech","HCLTech is a global IT services company delivering digital transformation and engineering solutions.","https://www.hcltech.com","10001+ employees","Public","1976","","Noida, Uttar Pradesh, India","HCLTech Noida Office, Sector 126","Hybrid","True","careers@hcltech.com","Online","Within 7 days","2025-07-05","Deepak Verma","deepak.verma@hcltech.com","Anjali Desai","₹20,00,000 - ₹35,00,000 per annum","False","True","LinkedIn","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Frontend Developer","As a Frontend Developer at Flipkart, you will build user-centric interfaces for India’s leading e-commerce platform. Your role involves developing responsive web applications using React.js and Next.js to support features like product search, checkout, and personalized recommendations. You will optimize performance for low-latency experiences using techniques like code splitting and lazy loading, and ensure accessibility compliance with WCAG standards. Collaborating with backend developers, you will integrate RESTful and GraphQL APIs, while working with UX designers to refine user flows and conduct usability testing. You will also maintain a reusable component library with Storybook and leverage Webpack for efficient builds. This role offers a chance to impact millions of shoppers and grow in a high-scale, consumer-focused environment.","2+ years of frontend development with React.js, Next.js. Proficiency in JavaScript, TypeScript, and CSS. Experience with RESTful/GraphQL APIs and accessibility standards. Knowledge of Webpack, Storybook. Strong portfolio of e-commerce apps.","Impact India’s e-commerce ecosystem, collaborate with top designers, and access to scalable frontend projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Engineering","E-commerce","FED-FK-007","2025-05-08","2025-07-01","Flipkart","Flipkart is India’s leading e-commerce platform, delivering a wide range of products to millions.","https://www.flipkart.com","10001+ employees","Private","2007","linkedin.com/company/flipkart","Bengaluru, Karnataka, India","Flipkart Bengaluru Office, Whitefield","Hybrid","False","careers@flipkart.com","Online","Within 5 days","2025-06-20","Ravi Sharma","ravi.sharma@flipkart.com","Priya Varghese","₹8,00,000 - ₹12,00,000 per annum","True","False","Naukri","3","True","","Regular","Consistent","True","False","1"
"Cybersecurity Analyst","At Apollo Hospitals, you will protect critical healthcare systems as a Cybersecurity Analyst. Your role involves conducting vulnerability assessments, penetration testing, and implementing security controls using SIEM tools like Splunk to safeguard patient data and hospital operations. You will collaborate with IT teams to integrate secure coding practices, monitor network traffic for threats, and respond to incidents using frameworks like NIST and ISO 27001. Responsibilities include developing automated scripts in Python to enhance threat detection, conducting security audits for compliance with HIPAA, and training staff on phishing prevention. You will also explore zero-trust architectures to strengthen system security. This role offers a chance to impact healthcare security and grow into a leadership position in cybersecurity.","2+ years of cybersecurity experience. Proficiency in SIEM tools (Splunk, QRadar) and penetration testing. Knowledge of HIPAA, ISO 27001. Experience with Python scripting. Familiarity with cloud security (AWS, Azure).","Protect critical healthcare systems, collaborate with IT experts, and access to advanced cybersecurity projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Security","Healthcare","CYA-APO-008","2025-05-07","2025-07-05","Apollo Hospitals","Apollo Hospitals is India’s leading healthcare provider, delivering world-class medical services.","https://www.apollohospitals.com","10001+ employees","Public","1983","","Chennai, Tamil Nadu, India","Apollo Hospitals Chennai Office, Greams Road","On-site","False","careers@apollohospitals.com","Online","Within 7 days","2025-06-25","Smita Rao","smita.rao@apollohospitals.com","Vikram Menon","₹9,00,000 - ₹14,00,000 per annum","False","False","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Software Test Engineer","As a Software Test Engineer at Myntra, you will ensure the quality of India’s leading fashion e-commerce platform. Your role involves designing and executing automated test scripts using Selenium and Appium to validate features like product search, payment processing, and order tracking across web and mobile apps. You will collaborate with developers to identify and resolve defects, use JIRA for bug tracking, and integrate tests into CI/CD pipelines with Jenkins. Responsibilities include performing load and stress testing with JMeter to ensure system reliability during peak traffic, analyzing test results, and documenting test cases for regression suites. You will also explore AI-driven testing tools to enhance efficiency. This role offers a chance to impact millions of users and grow in quality assurance leadership.","2+ years of software testing experience. Proficiency in Selenium, Appium, JMeter. Experience with JIRA and Jenkins. Knowledge of load/stress testing. Familiarity with AI-driven testing tools.","Ensure quality for millions of users, collaborate with top engineers, and access to advanced testing projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Quality Assurance","E-commerce","STE-MYN-009","2025-05-06","2025-06-30","Myntra","Myntra is India’s leading fashion e-commerce platform, offering a wide range of apparel and accessories.","https://www.myntra.com","5001-10000 employees","Private","2007","linkedin.com/company/myntra","Bengaluru, Karnataka, India","Myntra Bengaluru Office, Bellandur","Hybrid","False","careers@myntra.com","Online","Within 5 days","2025-06-15","Anita Nair","anita.nair@myntra.com","Rahul Sharma","₹6,00,000 - ₹9,00,000 per annum","True","False","LinkedIn","3","True","","Regular","Consistent","True","False","1"
"Backend Developer","At Dunzo, a leading quick-commerce platform, you will build scalable backend systems to power hyperlocal delivery services. Your role involves developing microservices using Go and Node.js to support features like order management, real-time tracking, and dynamic pricing. You will design RESTful APIs, optimize Redis and MySQL databases for high throughput, and integrate with third-party logistics and payment APIs. Collaborating with frontend developers, you will ensure low-latency user experiences, while working with data scientists to enable predictive analytics for delivery optimization. You will also implement event-driven architectures using Kafka to handle real-time updates. This role offers a chance to impact India’s quick-commerce ecosystem and grow in a fast-paced, innovative environment.","3+ years of backend development with Go, Node.js. Proficiency in Redis, MySQL, and REST APIs. Experience with Kafka and microservices. Knowledge of AWS and Docker. Strong problem-solving skills.","Shape quick-commerce innovations, collaborate with dynamic teams, and access to scalable backend projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Quick-commerce","BED-DUN-010","2025-05-05","2025-07-01","Dunzo","Dunzo is India’s leading quick-commerce platform, delivering groceries, food, and essentials.","https://www.dunzo.com","501-1000 employees","Private","2014","","Bengaluru, Karnataka, India","Dunzo Bengaluru Office, HSR Layout","Hybrid","True","careers@dunzo.com","Online","Within 7 days","2025-06-20","Karan Gupta","karan.gupta@dunzo.com","Sneha Patel","₹10,00,000 - ₹15,00,000 per annum","True","True","Naukri","2","True","","Regular","Consistent","True","False","1"
"AI Engineer","As an AI Engineer at Practo, you will develop AI-driven solutions to transform healthcare delivery in India. Your role involves building machine learning models using Python, TensorFlow, and PyTorch to power features like predictive diagnostics, appointment scheduling, and patient triaging. You will design end-to-end AI pipelines, from data preprocessing with Pandas to model deployment on AWS SageMaker, and collaborate with data engineers to ensure data integrity from EHRs and patient interactions. Responsibilities include experimenting with NLP for chatbot automation, conducting model validation with cross-validation techniques, and integrating AI solutions into Practo’s mobile and web platforms. You will also contribute to research papers and patents to advance healthcare AI. This role offers a chance to impact patient care and grow in a mission-driven environment.","3+ years of AI/ML experience. Proficiency in Python, TensorFlow, PyTorch. Experience with AWS SageMaker and NLP. Knowledge of healthcare data standards (HL7, FHIR). Strong research and analytical skills.","Transform healthcare delivery, collaborate with medical experts, and access to cutting-edge AI projects.","Full-time","3+ years","Master’s degree in Computer Science or related field","Engineering","Healthcare","AIE-PRA-011","2025-05-04","2025-06-30","Practo","Practo is India’s leading healthcare platform, connecting patients with doctors and clinics.","https://www.practo.com","501-1000 employees","Private","2008","linkedin.com/company/practo","Bengaluru, Karnataka, India","Practo Bengaluru Office, Koramangala","Hybrid","True","careers@practo.com","Online","Within 5 days","2025-06-15","Rhea Sharma","rhea.sharma@practo.com","Vikram Nair","₹15,00,000 - ₹25,00,000 per annum","True","True","LinkedIn","1","True","","Regular","Consistent","True","False","1"
"Database Administrator","At Reliance Jio, you will manage and optimize database systems to support India’s largest telecommunications network. Your role involves administering Oracle and MySQL databases to ensure high availability, performance, and security for applications like JioMart, JioTV, and JioFiber. You will design database schemas, implement partitioning and indexing strategies, and automate backups using RMAN and AWS RDS. Collaborating with developers, you will optimize complex SQL queries, while working with security teams to enforce encryption and compliance with TRAI regulations. Responsibilities include monitoring database health with tools like Oracle Enterprise Manager, conducting capacity planning, and implementing disaster recovery plans. This role offers a chance to work on massive-scale systems and grow in database architecture.","3+ years of database administration experience. Proficiency in Oracle, MySQL, and AWS RDS. Experience with RMAN and SQL optimization. Knowledge of TRAI compliance and encryption. Familiarity with Oracle Enterprise Manager.","Manage massive-scale systems, collaborate with telecom experts, and access to advanced database projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Database Management","Telecommunications","DBA-JIO-012","2025-05-03","2025-07-10","Reliance Jio","Reliance Jio is India’s largest telecommunications company, providing digital services nationwide.","https://www.jio.com","10001+ employees","Public","2007","","Mumbai, Maharashtra, India","Reliance Jio Mumbai Office, Navi Mumbai","On-site","True","careers@jio.com","Online","Within 7 days","2025-06-25","Nikhil Patel","nikhil.patel@jio.com","Anita Sharma","₹10,00,000 - ₹15,00,000 per annum","False","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Network Engineer","As a Network Engineer at Airtel, you will maintain and optimize India’s leading telecommunications network infrastructure. Your role involves configuring and troubleshooting Cisco and Juniper routers, switches, and firewalls to ensure high availability and low latency for 4G/5G services. You will collaborate with operations teams to monitor network performance using SolarWinds and Nagios, implement SD-WAN solutions for enterprise clients, and ensure compliance with TRAI security standards. Responsibilities include designing VLANs, optimizing BGP and OSPF protocols, and conducting network upgrades to support IoT and edge computing. You will also train junior engineers and contribute to Airtel’s 5G rollout initiatives. This role offers exposure to cutting-edge telecom technologies and career growth in network architecture.","3+ years of network engineering experience. Proficiency in Cisco, Juniper, and SD-WAN. Experience with SolarWinds, Nagios, and BGP/OSPF. Knowledge of TRAI compliance and 5G technologies. Strong troubleshooting skills.","Work on advanced telecom networks, collaborate with industry leaders, and access to 5G innovation projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Telecommunications","NE-AIR-013","2025-05-02","2025-07-05","Airtel","Airtel is India’s leading telecommunications provider, offering mobile, broadband, and digital services.","https://www.airtel.in","10001+ employees","Public","1995","linkedin.com/company/airtel","Gurgaon, Haryana, India","Airtel Gurgaon Office, Udyog Vihar","On-site","True","careers@airtel.com","Online","Within 5 days","2025-06-20","Sumanth Rao","sumanth.rao@airtel.com","Priya Gupta","₹10,00,000 - ₹15,00,000 per annum","False","True","Naukri","2","True","","Regular","Consistent","True","False","1"
"Software Engineer","Join Urban Company as a Software Engineer to build scalable platforms that connect service professionals with customers across India. Your role involves developing backend services using Java and Spring Boot to support features like booking management, real-time pricing, and service tracking. You will design RESTful APIs, optimize PostgreSQL databases for high concurrency, and integrate with third-party services like Google Maps and Razorpay for location and payments. Collaborating with frontend developers, you will ensure seamless experiences across web and mobile apps, while working with data scientists to enable analytics for customer behavior. You will also implement microservices architectures using Docker and Kubernetes to enhance scalability. This role offers a chance to impact India’s home services ecosystem and grow in a mission-driven environment.","2+ years of software development with Java, Spring Boot. Proficiency in PostgreSQL and REST APIs. Experience with Docker, Kubernetes, and AWS. Knowledge of microservices. Strong problem-solving skills.","Impact home services, collaborate with innovative teams, and access to scalable tech projects.","Full-time","2+ years","Bachelor’s degree in Computer Science or related field","Engineering","Home Services","SE-UC-014","2025-05-01","2025-06-30","Urban Company","Urban Company is India’s leading platform for home services, connecting professionals with customers.","https://www.urbancompany.com","1001-5000 employees","Private","2014","linkedin.com/company/urbancompany","Bengaluru, Karnataka, India","Urban Company Bengaluru Office, Sarjapur","Hybrid","True","careers@urbancompany.com","Online","Within 5 days","2025-06-15","Anjali Patel","anjali.patel@urbancompany.com","Rahul Menon","₹8,00,000 - ₹12,00,000 per annum","True","True","LinkedIn","3","True","","Regular","Consistent","True","False","1"
"Data Engineer","At Zomato, you will build scalable data pipelines to power analytics and personalization for India’s leading food delivery platform. Your role involves designing ETL processes using Apache Airflow and Python to ingest data from user interactions, restaurant menus, and delivery logs, and creating optimized data warehouses with Snowflake and BigQuery. You will collaborate with data scientists to support machine learning models for demand forecasting and recommendation systems, and work with product teams to enable real-time dashboards using Tableau. Responsibilities include implementing data quality checks, monitoring pipeline performance with Datadog, and ensuring GDPR compliance for user data. You will also explore real-time streaming with Kafka to enhance analytics capabilities. This role offers a chance to impact foodtech and grow in a data-driven environment.","3+ years of data engineering experience. Proficiency in Python, Airflow, Snowflake, BigQuery. Experience with Tableau and Datadog. Knowledge of Kafka and GDPR compliance. Strong data modeling skills.","Shape foodtech analytics, collaborate with top data scientists, and access to advanced data projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Data Engineering","Foodtech","DE-ZOM-015","2025-05-14","2025-07-01","Zomato","Zomato is India’s leading food delivery and restaurant discovery platform.","https://www.zomato.com","5001-10000 employees","Public","2008","linkedin.com/company/zomato","Gurgaon, Haryana, India","Zomato Gurgaon Office, Cyber City","Hybrid","True","careers@zomato.com","Online","Within 7 days","2025-06-20","Pooja Gupta","pooja.gupta@zomato.com","Vikram Sharma","₹12,00,000 - ₹18,00,000 per annum","True","True","Naukri","2","True","","Regular","Consistent","True","False","1"
"UI/UX Designer","As a UI/UX Designer at Lenskart, you will create intuitive interfaces to enhance the online eyewear shopping experience. Your role involves designing wireframes, prototypes, and high-fidelity mockups using Figma and Sketch to support features like virtual try-ons, product filters, and checkout flows. You will collaborate with product managers to define user journeys, conduct user research to validate designs, and work with developers to ensure accurate implementation using HTML/CSS. Responsibilities include maintaining a cohesive design system, analyzing user feedback to iterate designs, and exploring AR/VR technologies for immersive experiences. You will also contribute to A/B testing to optimize conversion rates. This role offers a chance to impact e-commerce design and grow in a creative, user-centric environment.","2+ years of UI/UX design experience. Proficiency in Figma, Sketch, and prototyping tools. Experience with user research and HTML/CSS. Knowledge of AR/VR design trends. Strong portfolio of e-commerce designs.","Shape e-commerce design, collaborate with creative teams, and access to innovative design projects.","Full-time","2+ years","Bachelor’s degree in Design or related field","Design","E-commerce","UIUX-LEN-016","2025-05-13","2025-07-05","Lenskart","Lenskart is India’s leading online eyewear platform, offering innovative vision solutions.","https://www.lenskart.com","1001-5000 employees","Private","2010","","Bengaluru, Karnataka, India","Lenskart Bengaluru Office, HSR Layout","Hybrid","False","careers@lenskart.com","Online","Within 5 days","2025-06-25","Divya Sharma","divya.sharma@lenskart.com","Shalini Nair","₹7,00,000 - ₹11,00,000 per annum","True","False","LinkedIn","1","True","job_description.pdf","Regular","Consistent","True","False","1"
"DevOps Engineer","At BigBasket, you will enhance the reliability and scalability of India’s leading online grocery platform as a DevOps Engineer. Your role involves automating CI/CD pipelines using Jenkins and GitLab CI, managing Kubernetes clusters on AWS, and implementing infrastructure-as-code with Terraform to support high-traffic applications. You will collaborate with developers to optimize deployment processes, integrate monitoring tools like New Relic and Prometheus, and ensure security compliance with PCI-DSS standards. Responsibilities include designing auto-scaling architectures, conducting chaos engineering tests, and optimizing cloud costs with AWS Cost Explorer. You will also mentor junior engineers and contribute to BigBasket’s cloud migration initiatives. This role offers exposure to e-commerce DevOps challenges and growth in cloud engineering.","3+ years of DevOps experience. Proficiency in AWS, Kubernetes, Terraform. Expertise in Jenkins, GitLab CI, and New Relic. Knowledge of PCI-DSS compliance and cost optimization. Strong automation skills.","Enhance e-commerce reliability, collaborate with top engineers, and access to cloud migration projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","E-commerce","DOE-BB-017","2025-05-12","2025-07-10","BigBasket","BigBasket is India’s leading online grocery platform, delivering fresh produce and essentials.","https://www.bigbasket.com","5001-10000 employees","Private","2011","linkedin.com/company/bigbasket","Bengaluru, Karnataka, India","BigBasket Bengaluru Office, Bellandur","Hybrid","True","careers@bigbasket.com","Online","Within 7 days","2025-06-30","Ravi Menon","ravi.menon@bigbasket.com","Sumanth Nair","₹10,00,000 - ₹15,00,000 per annum","True","True","Naukri","2","True","","Regular","Consistent","True","False","1"
"Machine Learning Engineer","As a Machine Learning Engineer at PharmEasy, you will develop AI solutions to streamline India’s leading online pharmacy platform. Your role involves building machine learning models using Python, Scikit-learn, and TensorFlow to power features like inventory forecasting, prescription analysis, and personalized health recommendations. You will design end-to-end ML pipelines, from data ingestion with Apache Kafka to model deployment on Azure ML, and collaborate with data engineers to ensure data quality from purchase histories and user profiles. Responsibilities include experimenting with deep learning for image-based prescription parsing, conducting model validation with ROC-AUC metrics, and integrating models into PharmEasy’s mobile app. You will also contribute to healthcare AI research and mentor junior data scientists. This role offers a chance to impact healthcare access and grow in a data-driven environment.","4+ years of machine learning experience. Proficiency in Python, Scikit-learn, TensorFlow. Experience with Azure ML and Kafka. Knowledge of deep learning and healthcare data. Strong research and mentoring skills.","Transform healthcare access, collaborate with data experts, and access to advanced ML projects.","Full-time","4+ years","Master’s degree in Computer Science or related field","Data Science","Healthcare","MLE-PHE-018","2025-05-11","2025-07-05","PharmEasy","PharmEasy is India’s leading online pharmacy, delivering medicines and healthcare products.","https://pharmeasy.in","1001-5000 employees","Private","2015","","Mumbai, Maharashtra, India","PharmEasy Mumbai Office, Andheri","Hybrid","True","careers@pharmeasy.in","Online","Within 5 days","2025-06-25","Neha Gupta","neha.gupta@pharmeasy.in","Rohan Sharma","₹15,00,000 - ₹25,00,000 per annum","True","True","LinkedIn","1","True","job_description.pdf","Regular","Consistent","True","False","1"
"Blockchain Developer","As a Blockchain Developer at Pine Labs, a leading fintech startup, you will architect decentralized solutions to enhance payment processing and merchant services. Your role involves designing and implementing smart contracts using Solidity on Ethereum and Hyperledger Fabric to support secure transactions and loyalty programs. You will integrate blockchain solutions with existing payment APIs, optimize gas efficiency, and ensure compliance with RBI regulations. Collaborating with backend developers, you will build scalable microservices using Node.js and Go, while working with security teams to conduct audits and prevent vulnerabilities like reentrancy attacks. You will also explore layer-2 scaling solutions like Polygon to improve transaction throughput. This role offers a chance to pioneer blockchain innovations in fintech and grow into a Web3 architect role.","3+ years of blockchain development experience. Proficiency in Solidity, Ethereum, Hyperledger. Experience with Node.js, Go, and microservices. Knowledge of RBI compliance and layer-2 solutions. Strong understanding of cryptography.","Pioneer blockchain in fintech, collaborate with innovative teams, and access to cutting-edge Web3 projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Fintech","BLD-PL-001","2025-05-14","2025-07-10","Pine Labs","Pine Labs is a leading fintech platform providing payment and merchant solutions across India.","https://www.pinelabs.com","501-1000 employees","Private","1998","linkedin.com/company/pinelabs","Bengaluru, Karnataka, India","Pine Labs Bengaluru Office, Koramangala","Hybrid","True","careers@pinelabs.com","Online","Within 5 days","2025-06-30","Anjali Sharma","anjali.sharma@pinelabs.com","Ravi Menon","₹12,00,000 - ₹18,00,000 per annum","True","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"AR/VR Engineer","Join Ather Energy, a pioneering electric vehicle startup, as an AR/VR Engineer to develop immersive experiences for vehicle design and customer engagement. Your role involves building AR/VR applications using Unity and Unreal Engine to create virtual showrooms, simulate riding experiences, and support manufacturing training. You will integrate 3D models with IoT data from Ather scooters, optimize rendering for Oculus and HoloLens devices, and collaborate with UX designers to ensure intuitive interfaces. Responsibilities include implementing spatial computing algorithms, conducting performance profiling with NVIDIA Nsight, and exploring 5G-enabled AR for real-time diagnostics. You will also contribute to open-source AR/VR libraries. This role offers a chance to innovate in the EV industry and grow in immersive technology.","3+ years of AR/VR development experience. Proficiency in Unity, Unreal Engine. Experience with Oculus, HoloLens, and IoT integration. Knowledge of spatial computing and 5G. Strong 3D rendering skills.","Innovate in electric mobility, collaborate with cutting-edge teams, and access to immersive tech projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Automotive","ARVR-ATH-002","2025-05-13","2025-07-05","Ather Energy","Ather Energy is a leading electric vehicle startup designing smart scooters for India.","https://www.atherenergy.com","201-500 employees","Private","2013","","Bengaluru, Karnataka, India","Ather Energy Bengaluru Office, Whitefield","Hybrid","True","careers@atherenergy.com","Online","Within 7 days","2025-06-25","Priya Nair","priya.nair@atherenergy.com","Vikram Patel","₹10,00,000 - ₹15,00,000 per annum","True","True","Naukri","1","True","job_description.pdf","Regular","Consistent","True","False","1"
"Data Analyst","As a Data Analyst at PhonePe, a leading digital payments platform, you will drive insights to optimize financial services for millions of users. Your role involves analyzing transaction data, user behavior, and merchant performance using SQL, Python, and Tableau to create dashboards and reports for business teams. You will collaborate with product managers to identify KPIs for features like UPI payments and insurance products, and work with data engineers to ensure data integrity from sources like PostgreSQL and Redshift. Responsibilities include conducting A/B testing, building predictive models with Pandas and Scikit-learn, and presenting findings to stakeholders to inform strategic decisions. You will also explore real-time analytics with Apache Druid to enhance fraud detection. This role offers a chance to impact fintech analytics and grow in data science.","2+ years of data analysis experience. Proficiency in SQL, Python, Tableau. Experience with PostgreSQL, Redshift, and A/B testing. Knowledge of Pandas, Scikit-learn, and Apache Druid. Strong communication skills.","Drive fintech insights, collaborate with data-driven teams, and access to advanced analytics projects.","Full-time","2+ years","Bachelor’s degree in Statistics, Computer Science, or related field","Data Analysis","Fintech","DA-PP-003","2025-05-12","2025-07-15","PhonePe","PhonePe is India’s leading digital payments platform, powering UPI and financial services.","https://www.phonepe.com","1001-5000 employees","Private","2015","linkedin.com/company/phonepe","Bengaluru, Karnataka, India","PhonePe Bengaluru Office, Sarjapur","Hybrid","True","careers@phonepe.com","Online","Within 5 days","2025-06-30","Sumanth Gupta","sumanth.gupta@phonepe.com","Anita Rao","₹8,00,000 - ₹12,00,000 per annum","True","True","LinkedIn","3","True","","Regular","Consistent","True","False","1"
"Cloud Security Engineer","At Cognizant, a global IT services leader, you will secure cloud infrastructures for clients in banking, healthcare, and retail as a Cloud Security Engineer. Your role involves implementing security controls for AWS, Azure, and GCP environments, using tools like AWS GuardDuty and Azure Sentinel to detect and mitigate threats. You will collaborate with DevOps teams to integrate security into CI/CD pipelines, conduct penetration testing, and enforce compliance with ISO 27001 and PCI-DSS standards. Responsibilities include designing identity and access management (IAM) policies, automating security audits with Python, and responding to incidents using NIST frameworks. You will also explore zero-trust architectures to enhance client security. This role offers exposure to enterprise-scale security challenges and growth in cloud security architecture.","3+ years of cloud security experience. Proficiency in AWS, Azure, GCP, and tools like GuardDuty, Sentinel. Experience with IAM, penetration testing, and ISO 27001. Knowledge of Python and zero-trust architectures. Strong incident response skills.","Secure enterprise clouds, collaborate with global teams, and access to advanced security projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Security","Information Technology","CSE-COG-004","2025-05-11","2025-07-01","Cognizant","Cognizant is a global leader in IT services, delivering digital transformation and consulting.","https://www.cognizant.com","10001+ employees","Public","1994","","Chennai, Tamil Nadu, India","Cognizant Chennai Office, Taramani","Hybrid","True","careers@cognizant.com","Online","Within 7 days","2025-06-20","Ravi Nair","ravi.nair@cognizant.com","Priya Menon","₹10,00,000 - ₹15,00,000 per annum","False","True","Naukri","2","True","job_description.pdf","Regular","Consistent","True","False","1"
"Game Developer","As a Game Developer at Dream11, India’s leading fantasy sports platform, you will build engaging gaming experiences for millions of users. Your role involves developing real-time multiplayer games using Unity and C# to support features like fantasy cricket, football, and kabaddi leagues. You will optimize game performance for mobile devices, integrate APIs for live sports data, and collaborate with backend developers to ensure seamless user experiences using Node.js and Redis. Responsibilities include implementing game mechanics, conducting playtesting with Unity Test Framework, and exploring WebGL for browser-based games. You will also work with UI designers to create immersive interfaces. This role offers a chance to impact India’s gaming industry and grow in game development leadership.","3+ years of game development experience. Proficiency in Unity, C#, and WebGL. Experience with Node.js, Redis, and API integration. Knowledge of game mechanics and playtesting. Strong portfolio of mobile games.","Shape India’s gaming ecosystem, collaborate with creative teams, and access to immersive game projects.","Full-time","3+ years","Bachelor’s degree in Computer Science or related field","Engineering","Gaming","GD-D11-005","2025-05-10","2025-06-30","Dream11","Dream11 is India’s leading fantasy sports platform, engaging millions of sports fans.","https://www.dream11.com","501-1000 employees","Private","2008","linkedin.com/company/dream11","Mumbai, Maharashtra, India","Dream11 Mumbai Office, Malad West","Hybrid","True","careers@dream11.com","Online","Within 5 days","2025-06-15","Shalini Gupta","shalini.gupta@dream11.com","Vikram Sharma","₹10,00,000 - ₹15,00,000 per annum","True","True","LinkedIn","2","True","","Regular","Consistent","True","False","1"
"Quantum Computing Researcher","Join Deloitte as a Quantum Computing Researcher to explore quantum algorithms for enterprise applications in finance, logistics, and healthcare. Your role involves developing quantum circuits using Qiskit and Cirq to solve optimization problems, such as portfolio management and supply chain logistics, and simulating quantum algorithms on IBM Quantum and Google Quantum platforms. You will collaborate with data scientists to integrate quantum solutions with classical ML models, publish research papers, and present findings to clients to drive adoption. Responsibilities include benchmarking quantum hardware performance, optimizing qubit coherence, and mentoring teams on quantum programming. You will also explore hybrid quantum-classical architectures. This role offers a chance to lead quantum innovation and grow in a cutting-edge research field.","3+ years of quantum computing experience. Proficiency in Qiskit, Cirq, and quantum algorithms. Experience with IBM Quantum, Google Quantum. Knowledge of hybrid quantum-classical systems. Strong research and publication skills.","Lead quantum innovation, collaborate with global researchers, and access to advanced quantum projects.","Full-time","3+ years","PhD in Quantum Computing, Physics, or related field","Research","Consulting","QCR-DEL-006","2025-05-09","2025-07-20","Deloitte","Deloitte is a global leader in professional services, delivering consulting and technology solutions.","https://www2.deloitte.com","10001+ employees","Private","1845","","Hyderabad, Telangana, India","Deloitte Hyderabad Office, Hitech City","Hybrid","True","careers@deloitte.com","Online","Within 7 days","2025-07-05","Deepak Sharma","deepak.sharma@deloitte.com","Anjali Gupta","₹15,00,000 - ₹25,00,000 per annum","False","True","LinkedIn","1","True","job_description.pdf","Regular","Consistent","True","False","1"
